source_url_processed,f0,fact,bias
viralliberty.com,3.2009966623207805e-07,0,0
dailysnark.com,0.0002069108214359611,0,3
eng.majalla.com,2.8071278590597244e-06,2,3
freedomhouse.org,2.141419332733736e-05,2,2
newsblaze.com,2.231495325017294e-06,0,0
votesmart.org,1.5067048365225253e-05,2,3
reporterslab.org,6.147724911442023e-07,2,3
theintercept.com,0.00015271838729383018,2,4
evonomics.com,7.2283582952639805e-06,2,5
gbtimes.com,9.330185950605996e-06,2,3
thenationalpatriot.com,4.588448306082539e-07,0,0
torontosun.com,7.357810315650064e-05,2,1
theunrealtimes.com,1.233147498005384e-06,0,3
staresattheworld.com,3.54397290703592e-07,0,0
youthradio.org,1.766709538818142e-06,2,4
samefacts.com,1.210151232599538e-06,2,5
bluetribune.com,5.5522559732141413e-08,0,6
canadians.org,2.352509421800234e-06,2,4
heraldsun.com.au,0.00010334849111202976,2,2
notallowedto.com,9.822111734378668e-07,0,3
worldpress.org,2.0297974262168635e-06,2,3
azdailysun.com,7.654213261689897e-06,2,4
newbostonpost.com,2.963489805595069e-06,1,1
thedcgazette.com,0.0,0,0
barenakedislam.com,7.845229316052909e-06,0,0
twitchy.com,5.420935653493793e-05,1,1
newyorker.com-humor-borowitz-report,0.0008904719501335707,0,3
lbc.co.uk,3.928501276762915e-05,1,2
thenewamerican.com,1.2955549509632449e-05,1,1
scienceillustrated.com.au,7.496645251250066e-07,2,3
rawstory.com,0.00020395676116663264,1,5
teapartytribune.com,5.043553607174757e-07,2,1
freakoutnation.com,5.9193176873533606e-08,0,6
smithsonianmag.com,0.00023803856224708403,2,3
qctimes.com,1.1723741749416745e-05,2,3
statnews.com,4.003843689942344e-05,2,3
unionleader.com,1.6431153466973378e-05,2,1
steadfastandloyal.com,5.9038150452822606e-06,0,0
theresurgent.com,9.64965946351753e-07,1,1
france24.com-en,0.00023419203747072597,2,4
cnntimes.online,0.0,1,5
independentsentinel.com,3.1531517328145352e-06,2,1
100percentfedup.com,9.567363808576184e-06,0,0
sofrep.com,2.0541473234460376e-05,2,2
cochrane.org,3.476567932137394e-05,2,3
bullshido.net,4.3061500434921165e-06,2,3
thenewstribune.com,2.4685872275296852e-05,2,4
straitstimes.com-global,0.0002744990392533626,2,2
stltoday.com,0.00011916110581506196,2,4
tfp.org,2.9289352441706864e-06,0,0
lifenews.com,1.5946420028703556e-05,1,1
spiegel.de,0.0017730496453900707,2,4
greenvillegazette.com,1.0832602493751755e-07,2,5
sciencedirect.com,0.0036231884057971015,2,3
lewrockwell.com,2.0473343706494142e-05,0,0
thetrace.org,1.2194080993085955e-05,2,4
gazette.com,1.752326213047821e-05,2,2
patheos.com,0.00015959144589849984,1,3
girlsjustwannahaveguns.com,2.153705665968866e-06,0,0
newsandgutsmedia.com,0.0,2,4
observeronline.news,5.8605269598305425e-08,0,3
crfb.org,3.5772671825085944e-06,2,3
stpete4peace.org,2.5880620461994963e-07,2,5
feministing.com,5.2405957509249645e-06,2,5
unz.com,3.571556127004536e-05,0,0
lfpress.com,2.147351242242693e-05,2,2
globalvoices.org,1.57398517305967e-05,2,5
dcstatesman.com,3.20507684171728e-06,1,1
thedailyliberator.com,3.690467227912923e-07,1,1
irinnews.org,9.761144787060628e-06,2,4
sciencebasedmedicine.org,1.751252145283878e-05,2,3
nationalreview.com,0.00018570102135561742,2,1
snopes.com,0.0005567928730512249,2,3
project-syndicate.org,2.2418508720799885e-05,2,3
theburningspear.com,3.340466342463273e-07,2,5
pacificpundit.com,2.0527600385097785e-06,0,0
theredshtick.com,7.517429159506315e-07,0,3
wallstreetonparade.com,1.607515456261112e-06,2,4
politicaldig.com,7.342629101776182e-06,1,5
memri.org,6.667022241186198e-06,0,1
tvw.org,8.748049185031738e-07,2,3
dailytarheel.com,6.682839137379124e-06,2,4
lexingtoninstitute.org,7.793758446485716e-07,2,2
kmov.com,2.9991302522268542e-05,2,4
nationaleconomicseditorial.com,9.941237346047513e-07,0,0
middleeastmonitor.com,1.6350021255027633e-05,1,5
irishtimes.com,0.0002594033722438392,2,4
britannica.com,0.0010869565217391304,2,3
srnnews.com,2.593165970401604e-06,2,2
dailytelegraph.com.au,6.958458005705935e-05,1,1
astronomy.com,3.9215686274509805e-05,2,3
foreignaffairs.com,4.594954739695814e-05,2,3
thesouthern.com,7.897584129014934e-06,2,3
cis.org,9.65306871054308e-06,0,0
washingtonblade.com,5.762459878873093e-06,2,4
canadiandimension.com,1.4509513162304863e-06,2,5
schmedium.org,2.368317968475793e-07,0,3
standard.net,9.014206389269487e-06,2,3
change.org,0.0008123476848090983,2,5
democraticunderground.com,3.7640682049158734e-05,1,5
sciencenews.org,4.007855396577292e-05,2,3
pastemagazine.com,0.00027056277056277056,2,5
texastribune.org,4.925380485642516e-05,2,3
consnation.com,1.4135400456601706e-07,0,0
ctvnews.ca,0.00027404768429706766,2,4
thewire.in,7.950389569088885e-05,2,4
realclearinvestigations.com,4.441010063328804e-06,2,2
kansas.com,3.2630685897017545e-05,2,2
newser.com,6.439150032195749e-05,2,4
rep-am.com,3.5140491685759657e-06,2,2
honestreporting.com,4.299799199377389e-06,2,2
loveknowledge.org,8.406610958858046e-07,1,5
democracynow.org,5.458813253998581e-05,2,5
prospectmagazine.co.uk,8.726384222697325e-06,2,4
thenational.ae,7.525020693806908e-05,2,2
prwatch.org-cmd,1.991226655356499e-06,2,5
winonadailynews.com,4.403908909548114e-06,2,3
abovethelaw.com,6.461617989144482e-05,2,4
us.blastingnews.com,0.005050505050505051,1,4
factcheck.org,3.76548555936288e-05,2,3
neweurope.eu,3.351756823338953e-06,2,4
thediplomat.com,6.389368091495751e-05,2,3
dailysurge.com,3.2563913192422774e-07,1,1
eastbaytimes.com,2.8199199142744347e-05,2,4
theday.com,8.531258531258533e-06,2,3
mediacircus.com,2.306381573302803e-07,1,1
defenseone.com,2.127659574468085e-05,2,3
electronicintifada.net,1.1545344339894936e-05,2,5
usasupreme.com,2.0996330471323528e-07,0,0
thelibertyeagle.com,8.547008547008547e-07,0,0
acsh.org,1.5656067508963098e-05,2,2
technologyreview.com,0.00017473353136466887,2,3
rt.com-news,0.003355704697986577,1,2
dallasnews.com,0.00015748031496062994,2,2
scroll.in,0.00041425020712510354,2,4
brookings.edu,0.00012868356710848025,2,4
slate.com,0.0008748906386701663,2,5
westernjournalism.com-thepoint,3.569121389387575e-07,1,1
conservativebase.com,2.2714691885426183e-07,1,1
desmoinesregister.com,2.7301517964398818e-05,2,2
stripes.com,3.153977165205324e-05,2,3
theepochtimes.com,0.006329113924050633,2,2
mondoweiss.net,1.4124293785310736e-05,2,5
newsbusters.org,5.154373485902789e-05,1,1
thewashingtonreporter.com,1.6974153456531741e-06,0,0
revealnews.org,8.637219506296534e-06,2,4
theoswatch.com,0.0,1,5
thesun.co.uk,0.0014925373134328358,1,1
antiwar.com,1.9748015324459893e-05,1,2
bostonherald.com,5.907372400756144e-05,2,2
mynorthwest.com,3.0097817908201653e-05,2,2
missoulian.com,1.3925055352095025e-05,2,3
digg.com,0.0004198152812762384,2,4
fortune.com,0.0005414185165132649,2,2
cumberlink.com,5.947141803649166e-06,2,3
mediazone.news,0.0,0,0
statesman.com,6.500260010400418e-05,2,4
carnegieendowment.org,1.6913605304106624e-05,2,3
liberalexaminer.com,3.3204323468550194e-07,1,5
readingthepictures.org,1.4461106853118537e-06,2,5
corporatepresidency.org,2.0504290727877715e-07,2,4
imowired.com,1.4161846682148399e-07,0,0
richmond.com,4.2322668020992044e-05,2,2
telegraph.co.uk,0.002178649237472767,2,2
alreporter.com,1.8873123539692062e-06,2,3
thestarphoenix.com,1.841858066417402e-05,2,2
msnbc.com,0.00042735042735042735,1,5
mintpressnews.com,2.1135393329669867e-05,2,4
news.com.au,0.001142857142857143,2,4
theshovel.com.au,5.560931122307119e-06,0,3
thenewatlantis.com,4.652417861562654e-06,2,2
bust.com,7.577594568380213e-06,2,5
thehumanist.com,4.388139735921752e-06,2,3
censored.news,3.28072149627146e-06,0,0
miamiherald.com,0.0003677822728944465,2,4
frontiersin.org,0.00018628912071535025,1,3
outabouter.com,1.3391631569432262e-06,0,3
ifamericaknew.org,2.16198920302592e-06,2,4
the-daily-news.co.uk,0.0,0,3
malaysia-today.net,1.6385921216490792e-05,1,3
drudgereport.com,0.001953125,1,1
insidesources.com,4.189955837865469e-06,2,2
texasstandard.org,2.6400967331443025e-06,2,3
thenewtropic.com,1.945506366669585e-06,2,4
thelocal.no,6.461701495237727e-06,2,4
bigthink.com,0.0001222195062331948,2,3
nydailynews.com,0.0007621951219512195,1,4
scripps.ucsd.edu-news,0.0004478280340349307,2,3
lavendermagazine.com,1.0791956970309168e-06,2,5
thecitizenpress.com,5.734480917654576e-07,1,1
freewoodpost.com,2.3484520413214837e-07,0,3
dispatch.com,3.7683234728869125e-05,2,2
truebluescoop.com,2.6061633678719484e-07,0,6
carepublican.com,2.745504373863018e-07,2,1
fightforthefuture.org,3.3617852424351426e-06,2,4
heraldnet.com,1.2193337560357022e-05,2,4
drudge.com,5.6957014541125825e-06,1,5
bluedotdaily.com,4.379664342524789e-06,1,5
legitgov.org,6.700975662056396e-07,1,4
donaldtrumpnews.co,1.7645927408183828e-07,0,0
forward.com,4.825556145345751e-05,2,4
redorbit.com,5.6143818004199564e-06,2,3
taipeitimes.com,1.572104576396422e-05,2,3
liberalbias.com,2.3177296817965747e-07,0,3
abc.net.au,0.001002004008016032,2,3
cbpp.org,1.2994776100007795e-05,2,4
aeon.co,8.258320257659592e-05,2,4
ocweekly.com,1.246898340378309e-05,2,4
rochdaleherald.co.uk,5.795186518078084e-06,0,3
billingsgazette.com,1.3472549680026945e-05,2,2
dailyheadlines.net,1.2810346660790988e-06,0,0
redalertpolitics.com,1.5309106162527597e-06,1,1
hopkinsmedicine.org,7.952286282306163e-05,2,3
phoenixnewtimes.com,2.8278143822639483e-05,2,4
citizensunited.org-index.aspx,4.512651670222636e-07,1,1
nationalpost.com-index.html,0.00014854426619132502,2,2
idahostatesman.com,2.375804803877313e-05,2,3
ourvoiceny.com,1.0406444502951788e-06,2,5
observer.com,8.384338056510439e-05,2,1
thewashingtonstandard.com,1.9939344513988443e-06,0,0
splinternews.com,0.00022026431718061675,1,5
christianitytoday.com,7.855459544383346e-05,2,2
bizstandardnews.com,1.4349240422958212e-06,0,3
empirenews.net,2.406038193450283e-06,0,3
therantidote.com,7.851130013142793e-08,1,1
politicalcritique.org,1.7393724344256592e-06,2,4
globegazette.com,1.2360481069923242e-05,2,3
washingtonmonthly.com,2.3904572944804346e-05,2,5
theautomaticearth.com,2.7905678805636953e-06,2,4
themilreview.com,2.4899759792017285e-07,2,1
arstechnica.com,0.0010460251046025104,2,3
iea.org,2.115148694953255e-05,2,3
theblaze.com,0.00017424638438752395,1,1
atlanticcouncil.org,1.109914869529507e-05,2,3
bannedinformation.com,1.2094220752425011e-07,0,0
weaselzippers.us,2.4485798237022532e-05,1,1
towleroad.com,7.755545214828604e-05,1,5
ronpaulinstitute.org,5.183549487346956e-06,1,1
theage.com.au,0.0002039151712887439,2,4
space.com,0.0003594536304816679,2,3
boingboing.net,0.0001864975755315181,2,5
ilovemyfreedom.org,1.306301598913157e-05,0,0
crimethinc.com,3.1389092917992853e-06,2,5
constitutionproject.org,4.167097266717561e-07,2,3
sayfiereview.com,2.3016072123163605e-06,2,3
investopedia.com,0.0019493177387914231,2,3
reductress.com,2.5937645899258183e-05,0,3
cfr.org,5.325948018747337e-05,2,2
gomerblog.com,8.331736417186705e-06,0,3
newshounds.us,2.5831249612531257e-06,1,5
nypost.com,0.0016025641025641025,1,2
indianexpress.com,0.0010718113612004287,2,3
skepticink.com,2.474751349358173e-06,2,3
dissentmagazine.org,9.681198145082435e-06,2,5
whatmattersnews.com,1.4740283573575388e-06,2,5
newyorker.com,0.0008904719501335707,2,5
hardnews.network,2.0742330678798995e-07,0,0
spectrumreport.com,4.032210913662703e-07,1,3
airwars.org,1.281005127863527e-06,2,3
gallup.com-home.aspx,7.479431563201197e-05,2,3
sciencemag.org,0.0005310674455655868,2,3
americanthinker.com,5.7954216169226306e-05,1,1
cbc.ca,0.00129366106080207,2,4
faithwire.com,9.004466215242761e-06,1,1
amny.com,2.3225027289407064e-05,2,4
onenewsnow.com,9.716378899911583e-06,1,1
thefederalistpapers.org,6.9321206743567e-06,0,0
koco.com,1.367876781659508e-05,2,4
eveningharold.com,6.018201448460724e-07,0,3
ihypocrite.net,5.575798802875997e-07,0,0
scotsman.com,5.723115664167573e-05,2,3
democratichub.com,4.265469150420917e-07,1,5
silenceisconsent.net,4.652179778835373e-06,1,1
ammoland.com,6.576783952647156e-05,2,1
thesciencepost.com,1.1212635294460623e-06,0,3
thedailymash.co.uk,3.0082425846820288e-05,0,3
scarymommy.com,4.797773832941515e-05,2,5
russialies.com,2.7724669632836657e-07,2,3
treehugger.com,6.659119664380367e-05,2,3
clashdaily.com,6.514870191211441e-06,0,0
cnas.org,3.6351739430731764e-06,2,3
scoopnest.com,3.166160081053698e-05,2,3
lompocrecord.com,2.4593772364961742e-06,2,3
opensecrets.org,3.685277317118113e-05,2,3
usafirstinformation.com,6.216144159345138e-08,0,0
patriotupdate.com,2.075358767270098e-07,0,0
manhattan-institute.org,3.1443179031172767e-06,2,2
jewwatch.com,1.2116776646609363e-06,0,0
mashable.com,0.0008992805755395684,2,5
natmonitor.com,4.965563814943368e-07,2,4
democracyguardian.com,1.056100703003994e-07,1,5
ottawacitizen.com,4.418912947414936e-05,2,2
miaminewtimes.com,4.2351346772827374e-05,2,5
sentinelksmo.org,1.0127402726296814e-06,1,1
vice.com,0.008,1,4
news.harvard.edu-gazette,0.0012531328320802006,2,3
themoscowtimes.com,2.5559105431309906e-05,2,4
thetruthaboutguns.com,3.6428545408181845e-05,2,1
worldaffairsjournal.org,3.4473367599860726e-06,2,4
govtrack.us,3.4112229234180454e-05,2,3
mackinac.org,3.0753144509026052e-06,2,2
news.sky.com,0.0007564296520423602,2,4
dailycurrant.com,6.226638430936929e-07,0,3
pewresearch.org,8.427439743805832e-05,2,3
hermancain.com,2.857134693900875e-06,1,1
publicintegrity.org,6.968058420201794e-06,2,3
al.com,0.0001441753171856978,2,2
climatefeedback.org,6.832790012647493e-07,2,3
trofire.com,4.234596654668644e-06,2,5
numbersusa.com,4.8652330446628385e-06,1,1
prri.org,3.2160442013115026e-06,2,3
timeline.com,1.0935176275041553e-05,2,4
sbsun.com,6.899930310703862e-06,2,2
foreignpolicy.com,9.851246182642104e-05,2,3
latintimes.com,5.7161148710444485e-06,2,4
allenwestrepublic.com,2.951619996635153e-06,0,0
news.mongabay.com,4.1039110272089296e-05,2,4
rescue.org,1.5075225374619351e-05,2,3
fusion.kinja.com,0.0005296610169491525,1,4
aptnnews.ca,3.979925257003674e-06,2,3
wsws.org,2.4756151903748083e-05,2,5
spin.com-death-and-taxes,8.617718028266114e-05,2,5
aina.org,1.4877764288604824e-06,1,1
