source_url_processed,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,fact,bias
inequalitymedia.org,1,23,3,2,1,0,0,0,0,1,0,0,2,5
wsj.com,0,11,3,3,0,0,0,0,0,1,0,0,2,2
ff.org,1,10,3,3,0,0,0,0,0,1,0,0,1,1
thetruthdivision.com,0,18,2,1,1,0,0,0,0,1,0,0,0,0
humanevents.com,0,14,2,1,1,0,0,0,0,1,0,0,1,1
newromantimes.com,1,17,2,1,1,0,0,0,0,1,0,0,0,3
gulfnews.com,0,12,2,1,0,0,0,0,0,1,0,0,2,2
budapestbeacon.com,1,18,2,1,1,0,0,0,0,1,0,0,2,4
libertyunyielding.com,0,21,2,1,1,0,0,0,0,1,0,0,1,1
mediaite.com,0,16,3,2,0,0,0,0,0,1,0,0,2,5
theglobeandmail.com,0,23,3,2,1,0,0,0,0,1,0,0,2,4
chinadaily.com.cn,0,21,4,3,1,0,0,0,0,0,1,0,2,3
migrationpolicy.org,1,23,3,2,1,0,0,0,0,1,0,0,2,4
governing.com,0,17,3,2,0,0,0,0,0,1,0,0,2,4
speakgov.com,1,16,3,2,0,0,0,0,0,1,0,0,0,0
business2community.com,0,26,3,2,1,1,0,0,0,1,0,0,2,3
thegazette.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
ladylibertysnews.com,0,20,2,1,1,0,0,0,0,1,0,0,0,0
nytimes.com,1,15,3,2,0,0,0,0,0,1,0,0,2,4
memepoliceman.com,0,17,2,1,1,0,0,0,0,1,0,0,2,3
foxnews.com,0,15,3,2,0,0,0,0,0,1,0,0,1,1
theconservativetreehouse.com,1,26,2,1,1,0,0,0,0,1,0,0,2,1
verywell.com,1,16,3,2,0,0,0,0,0,1,0,0,2,3
leftjustified.com,0,21,3,2,1,0,0,0,0,1,0,0,2,4
newsheist.com,0,13,2,1,0,0,0,0,0,1,0,0,1,2
sungazette.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
rabble.ca,0,9,2,1,0,0,0,0,0,0,0,0,2,5
euractiv.com,0,16,3,2,0,0,0,0,0,1,0,0,1,4
crooksandliars.com,0,18,2,1,1,0,0,0,0,1,0,0,1,5
leadstories.com,1,15,2,1,1,0,0,0,0,1,0,0,2,3
huffingtonpost.com,0,22,3,2,1,0,0,0,0,1,0,0,2,5
shareblue.com,0,11,2,1,0,0,0,0,0,1,0,0,1,5
vulture.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
deadspin.com,1,12,2,1,0,0,0,0,0,1,0,0,2,5
universitybusiness.com,1,26,3,2,1,0,0,0,0,1,0,0,2,4
conservativepost.com,0,20,2,1,1,0,0,0,0,1,0,0,0,0
clarionproject.org,1,18,2,1,1,0,0,0,0,1,0,0,0,0
napavalleyregister.com,0,22,2,1,1,0,0,0,0,1,0,0,2,3
heartland.org,1,17,3,2,0,0,0,0,0,1,0,0,1,1
csis.org,1,12,3,2,0,0,0,0,0,1,0,0,2,3
goodnewsnetwork.org,0,23,3,2,1,0,0,0,0,1,0,0,2,3
house.gov,1,13,3,2,0,0,0,0,0,0,0,1,2,3
sojo.net,1,6,2,2,0,0,0,0,0,0,0,0,2,4
callthecops.net,0,18,3,2,1,0,0,0,0,0,0,0,0,3
tallahassee.com,0,19,3,2,1,0,0,0,0,1,0,0,2,2
undark.org,1,10,2,1,0,0,0,0,0,1,0,0,2,3
truthuncensored.net,0,17,2,1,1,0,0,0,0,0,0,0,0,0
popularmechanics.com,0,24,3,2,1,0,0,0,0,1,0,0,2,3
capoliticalreview.com,0,25,3,2,1,0,0,0,0,1,0,0,2,2
truthdig.com,0,16,3,2,0,0,0,0,0,1,0,0,2,5
adobochronicles.com,1,19,2,1,1,0,0,0,0,1,0,0,0,3
timeslive.co.za,1,19,4,3,0,0,0,0,0,0,0,0,1,2
thehayride.com,0,12,2,1,0,0,0,0,0,1,0,0,2,1
toinformistoinfluence.com,1,24,2,1,1,0,0,0,0,1,0,0,2,4
urban.org,0,13,3,2,0,0,0,0,0,1,0,0,2,4
herald-review.com,1,16,2,1,1,0,1,0,0,1,0,0,2,3
glamour.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
thedailybanter.com,0,16,2,1,1,0,0,0,0,1,0,0,2,5
insidehighered.com,1,22,3,2,1,0,0,0,0,1,0,0,2,4
sites.agu.org,0,12,3,2,0,0,0,0,0,1,0,0,2,3
ozy.com,0,11,3,3,0,0,0,0,0,1,0,0,2,4
dailyworldupdate.us,1,18,2,1,1,0,0,0,0,0,0,0,0,3
tdn.com,1,6,2,2,0,0,0,0,0,1,0,0,2,3
skyandtelescope.com,0,23,3,2,1,0,0,0,0,1,0,0,2,3
frankmag.ca,0,11,2,1,0,0,0,0,0,0,0,0,0,3
ire.org,1,11,3,3,0,0,0,0,0,1,0,0,2,3
jsonline.com,0,16,3,2,0,0,0,0,0,1,0,0,2,4
cjnews.com,0,14,3,2,0,0,0,0,0,1,0,0,2,2
thedailybeast.com,0,21,3,2,1,0,0,0,0,1,0,0,2,5
carolinapublicpress.org,0,23,2,1,1,0,0,0,0,1,0,0,2,4
pulsegulfcoast.com,0,17,2,1,1,0,0,0,0,1,0,0,2,4
progressivearmy.com,0,18,2,1,1,0,0,0,0,1,0,0,2,5
democraticmoms.com,0,18,2,1,1,0,0,0,0,1,0,0,0,6
themoderatevoice.com,0,18,2,1,1,0,0,0,0,1,0,0,2,3
mnn.com,1,11,3,3,0,0,0,0,0,1,0,0,2,4
rockcitytimes.com,0,21,3,2,1,0,0,0,0,1,0,0,0,3
en.bbarta24.net,0,14,3,2,0,2,0,0,0,0,0,0,2,3
commonwealthfund.org,0,24,3,2,1,0,0,0,0,1,0,0,2,4
irena.org,0,13,3,2,0,0,0,0,0,1,0,0,2,3
irrawaddy.com,0,17,3,2,0,0,0,0,0,1,0,0,2,4
advocate.com,0,16,3,2,0,0,0,0,0,1,0,0,2,5
sacbee.com,0,14,3,2,0,0,0,0,0,1,0,0,2,4
theolympian.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
english.ahram.org.eg,0,20,4,2,0,0,0,0,0,0,0,0,2,3
biggovernment.news,0,29,3,0,2,0,0,0,0,0,0,0,1,1
mediafiledc.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
qpolitical.com,0,14,2,1,1,0,0,0,0,1,0,0,0,0
populardemocracy.org,0,19,2,1,1,0,0,0,0,1,0,0,2,4
cleveland.com-plaindealer,0,29,3,1,1,0,0,0,0,0,0,0,2,4
truthrevolt.org,0,19,3,2,1,0,0,0,0,1,0,0,0,0
bettergov.org,0,17,3,2,0,0,0,0,0,1,0,0,2,3
rsf.org-en,1,10,2,1,0,0,0,0,0,0,0,0,2,3
americanmilitarynews.com,1,24,2,1,1,0,0,0,0,1,0,0,1,1
wcfcourier.com,0,14,2,1,1,0,0,0,0,1,0,0,2,3
acculturated.com,1,16,2,1,1,0,0,0,0,1,0,0,2,1
freedomoutpost.com,0,18,2,1,1,0,0,0,0,1,0,0,0,0
theknifemedia.com,0,15,2,1,1,0,0,0,0,1,0,0,2,3
reviewjournal.com,0,21,3,2,1,0,0,0,0,1,0,0,2,2
wonkette.com,0,12,2,1,0,0,0,0,0,1,0,0,1,5
thegatewaypundit.com,0,24,3,2,1,0,0,0,0,1,0,0,0,0
doctorswithoutborders.org,0,29,3,2,1,0,0,0,0,1,0,0,2,3
fpri.org,0,12,3,2,0,0,0,0,0,1,0,0,2,2
bustle.com,1,14,3,2,0,0,0,0,0,1,0,0,2,4
belfercenter.org,0,20,3,2,1,0,0,0,0,1,0,0,2,3
madworldnews.com,0,16,2,1,1,0,0,0,0,1,0,0,0,0
conservativefiringline.com,0,26,2,1,1,0,0,0,0,1,0,0,0,0
crimeola.com,1,12,2,1,0,0,0,0,0,1,0,0,2,3
independent.ie,0,18,3,2,1,0,0,0,0,0,0,0,2,2
politicops.com,0,13,2,1,0,0,0,0,0,1,0,0,0,3
derfmagazine.com,0,20,3,2,1,0,0,0,0,1,0,0,0,3
currentaffairs.org,1,22,3,2,1,0,0,0,0,1,0,0,2,5
reuters.com,0,15,3,2,0,0,0,0,0,1,0,0,2,3
defiantamerica.com,0,18,2,1,1,0,0,0,0,1,0,0,0,0
rollcall.com,0,16,3,2,0,0,0,0,0,1,0,0,2,3
teddystick.com,1,13,2,1,0,0,0,0,0,1,0,0,0,0
postandcourier.com,0,22,3,2,1,0,0,0,0,1,0,0,2,3
good.is,1,10,3,2,0,0,0,0,0,0,0,0,2,5
sandiegofreepress.org,1,20,2,1,1,0,0,0,0,1,0,0,2,4
bdnews24.com,0,12,2,1,0,2,0,0,0,1,0,0,2,3
independent.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
therealnews.com-t2,0,16,2,0,0,1,0,0,0,0,0,0,2,4
cei.org,1,7,2,2,0,0,0,0,0,1,0,0,2,2
nationofchange.org,0,22,3,2,1,0,0,0,0,1,0,0,1,5
ricochet.com,1,12,2,1,0,0,0,0,0,1,0,0,1,1
citizen-times.com,0,21,3,2,1,0,1,0,0,1,0,0,2,4
waterfordwhispersnews.com,0,25,2,1,1,0,0,0,0,1,0,0,0,3
aim.org,0,11,3,3,0,0,0,0,0,1,0,0,1,1
upi.com,0,11,3,3,0,0,0,0,0,1,0,0,2,3
thevarsity.ca,1,11,2,1,0,0,0,0,0,0,0,0,2,4
iflscience.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
thetab.com,1,8,2,1,0,0,0,0,0,1,0,0,2,4
shadowproof.com,1,13,2,1,0,0,0,0,0,1,0,0,2,5
shareably.net,0,16,3,2,0,0,0,0,0,0,0,0,2,3
saudigazette.com.sa,0,23,4,3,1,0,0,0,0,0,1,0,2,4
opposingviews.com,0,21,3,2,1,0,0,0,0,1,0,0,2,4
armstrongeconomics.com,1,26,3,2,1,0,0,0,0,1,0,0,2,2
listverse.com,0,13,2,1,0,0,0,0,0,1,0,0,2,3
theaustralian.com.au,0,24,4,3,1,0,0,0,0,0,1,0,2,2
gaystarnews.com,1,19,3,2,1,0,0,0,0,1,0,0,2,4
meduza.io,1,12,2,0,0,0,0,0,0,0,0,0,2,5
engadget.com,1,16,3,2,0,0,0,0,0,1,0,0,2,4
oregonlive.com-#-0,0,22,3,1,1,1,0,0,0,0,0,0,2,2
washingtonpress.com,0,19,2,1,1,0,0,0,0,1,0,0,1,5
news.abs-cbn.com,0,16,3,1,0,0,1,0,0,1,0,0,2,3
deadstate.org,0,13,2,1,0,0,0,0,0,1,0,0,2,5
hangthebankers.com,0,22,3,2,1,0,0,0,0,1,0,0,0,0
thejournal.ie,0,17,3,2,1,0,0,0,0,0,0,0,2,3
nationalnewswatch.com,0,25,3,2,1,0,0,0,0,1,0,0,2,4
duhprogressive.com,0,18,2,1,1,0,0,0,0,1,0,0,0,3
dutchreview.com,1,15,2,1,1,0,0,0,0,1,0,0,1,4
realclearpolicy.com,0,23,3,2,1,0,0,0,0,1,0,0,2,2
healthline.com,1,18,3,2,1,0,0,0,0,1,0,0,2,3
watchdog.org,0,12,2,1,0,0,0,0,0,1,0,0,1,2
spectator.org,0,11,2,1,0,0,0,0,0,1,0,0,2,1
alaraby.co.uk,1,23,4,2,0,0,0,0,0,0,0,0,2,4
journalstar.com,0,15,2,1,1,0,0,0,0,1,0,0,2,3
this.org,1,6,2,2,0,0,0,0,0,1,0,0,2,5
ced.org,1,11,3,3,0,0,0,0,0,1,0,0,2,3
rfa.org-english,0,17,3,2,0,0,0,0,0,0,0,0,2,4
filmingcops.com,0,15,2,1,1,0,0,0,0,1,0,0,2,5
nymag.com,0,9,2,1,0,0,0,0,0,1,0,0,2,5
stonecoldtruth.com,1,16,2,1,1,0,0,0,0,1,0,0,0,0
spiked-online.com,0,15,2,1,1,0,1,0,0,1,0,0,1,1
meanlefthook.com,0,16,2,1,1,0,0,0,0,1,0,0,1,5
cgdev.org,0,13,3,2,0,0,0,0,0,1,0,0,2,3
macleans.ca,0,15,3,2,0,0,0,0,0,0,0,0,2,4
patch.com,1,8,2,1,0,0,0,0,0,1,0,0,2,3
dcwhispers.com,0,14,2,1,1,0,0,0,0,1,0,0,1,1
plymouthpatriotpost.com,0,27,3,2,1,0,0,0,0,1,0,0,0,0
extranewsfeed.com,1,17,2,1,1,0,0,0,0,1,0,0,1,5
dailycaller.com,0,15,2,1,1,0,0,0,0,1,0,0,1,1
bitchmedia.org,1,14,2,1,1,0,0,0,0,1,0,0,2,5
colddeadhands.us,0,19,3,2,1,0,0,0,0,0,0,0,1,1
wvgazettemail.com,0,21,3,2,1,0,0,0,0,1,0,0,2,4
campaignforliberty.org,0,22,2,1,1,0,0,0,0,1,0,0,1,2
remnantnewspaper.com,1,20,2,1,1,0,0,0,0,1,0,0,0,0
guardianlv.com,0,14,2,1,1,0,0,0,0,1,0,0,2,5
unclesamsmisguidedchildren.com,0,30,2,1,1,0,0,0,0,1,0,0,0,0
thewrap.com,1,15,3,2,0,0,0,0,0,1,0,0,1,3
yahoo.com-news-?ref=gs,1,25,3,1,1,0,0,0,0,0,0,0,1,4
qz.com,0,6,2,2,0,0,0,0,0,1,0,0,2,4
cnn.com,0,11,3,3,0,0,0,0,0,1,0,0,1,5
ageofshitlords.com,1,18,2,1,1,0,0,0,0,1,0,0,0,1
undergroundjournalist.org,0,25,2,1,1,0,0,0,0,1,0,0,0,6
viraltitle.com,0,14,2,1,1,0,0,0,0,1,0,0,1,5
adn.com,0,11,3,3,0,0,0,0,0,1,0,0,2,4
charlotteobserver.com,0,25,3,2,1,0,0,0,0,1,0,0,2,4
courant.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
nottnews.com,0,12,2,1,0,0,0,0,0,1,0,0,0,3
lifezette.com,0,17,3,2,0,0,0,0,0,1,0,0,1,1
restoreamericanglory.com,0,28,3,2,1,0,0,0,0,1,0,0,2,1
mises.org,1,9,2,1,0,0,0,0,0,1,0,0,1,2
newsy.com,0,13,3,2,0,0,0,0,0,1,0,0,2,4
hbr.org,1,6,2,2,0,0,0,0,0,1,0,0,2,3
circa.com,0,9,2,1,0,0,0,0,0,1,0,0,2,2
pantagraph.com,0,18,3,2,1,0,0,0,0,1,0,0,2,3
liberalmountain.com,0,23,3,2,1,0,0,0,0,1,0,0,2,4
jointcenter.org,0,15,2,1,1,0,0,0,0,1,0,0,2,4
journalnow.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
cityandstateny.com,0,18,2,1,1,0,0,0,0,1,0,0,2,3
teapartypatriots.org,0,24,3,2,1,0,0,0,0,1,0,0,2,1
splcenter.org,1,17,3,2,0,0,0,0,0,1,0,0,2,4
historynewsnetwork.org,0,21,2,1,1,0,0,0,0,1,0,0,2,4
defund.com,0,10,2,1,0,0,0,0,0,1,0,0,0,0
people.com-politics,0,17,2,0,1,0,0,0,0,0,0,0,2,5
oann.com,0,12,3,2,0,0,0,0,0,1,0,0,1,1
zcomm.org-zmag,1,14,2,0,0,0,0,0,0,0,0,0,2,5
theblacksphere.net,0,15,2,1,1,0,0,0,0,0,0,0,1,1
stocknewsusa.com,1,14,2,1,1,0,0,0,0,1,0,0,2,3
cctv-america.com,0,20,3,2,1,0,1,0,0,1,0,0,2,4
firstpost.com,0,17,3,2,0,0,0,0,0,1,0,0,2,5
hoover.org,0,14,3,2,0,0,0,0,0,1,0,0,1,2
learnliberty.org,0,20,3,2,1,0,0,0,0,1,0,0,2,2
militarytimes.com,0,21,3,2,1,0,0,0,0,1,0,0,2,2
freepress.net,0,16,3,2,0,0,0,0,0,0,0,0,2,4
ciponline.org,1,17,3,2,0,0,0,0,0,1,0,0,2,4
thenation.com,1,17,3,2,0,0,0,0,0,1,0,0,2,5
ifyouonlynews.com,0,21,3,2,1,0,0,0,0,1,0,0,0,6
thenews.com.pk,1,18,4,3,0,0,0,0,0,0,1,0,2,3
wikitribune.com,1,19,3,2,1,0,0,0,0,1,0,0,2,3
earthmagazine.org,1,21,3,2,1,0,0,0,0,1,0,0,2,3
news.trust.org,0,14,3,1,0,0,0,0,0,1,0,0,2,4
libertynation.com,1,21,3,2,1,0,0,0,0,1,0,0,2,1
eagletribune.com,0,20,3,2,1,0,0,0,0,1,0,0,2,3
russia-insider.com-en,0,21,2,0,1,0,1,0,0,0,0,0,1,2
alphanewsmn.com,0,15,2,1,1,0,0,0,0,1,0,0,1,1
nola.com-#-0,0,16,3,1,0,1,0,0,0,0,0,0,2,4
alhayat.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
roanoke.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
louderwithcrowder.com,0,21,2,1,1,0,0,0,0,1,0,0,1,1
investigaterussia.org,1,21,2,1,1,0,0,0,0,1,0,0,2,4
dallasvoice.com,0,19,3,2,1,0,0,0,0,1,0,0,2,5
theodysseyonline.com,1,24,3,2,1,0,0,0,0,1,0,0,1,4
chicagoreader.com,0,21,3,2,1,0,0,0,0,1,0,0,2,5
whowhatwhy.org,1,14,2,1,1,0,0,0,0,1,0,0,1,5
twincities.com,0,18,3,2,1,0,0,0,0,1,0,0,2,4
mtdemocrat.com,1,18,3,2,1,0,0,0,0,1,0,0,2,4
politico.com,0,16,3,2,0,0,0,0,0,1,0,0,2,4
knightstemplarinternational.com,1,31,2,1,1,0,0,0,0,1,0,0,0,0
chronicle.su,0,12,2,1,0,0,0,0,0,0,0,0,0,3
columbiadailyherald.com,0,27,3,2,1,0,0,0,0,1,0,0,2,2
americanlookout.com,1,19,2,1,1,0,0,0,0,1,0,0,0,0
jpost.com,0,13,3,2,0,0,0,0,0,1,0,0,2,3
investors.com,0,17,3,2,0,0,0,0,0,1,0,0,1,2
cnsnews.com,0,15,3,2,0,0,0,0,0,1,0,0,1,1
thetimesherald.com,1,22,3,2,1,0,0,0,0,1,0,0,2,2
tennessean.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
ipolitics.ca,0,12,2,1,0,0,0,0,0,0,0,0,2,4
thelasource.com-en,0,16,2,0,0,0,0,0,0,0,0,0,2,5
religionnews.com,0,16,2,1,1,0,0,0,0,1,0,0,2,4
buffalonews.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
archaeology.org,0,19,3,2,1,0,0,0,0,1,0,0,2,3
politicslive.net,0,14,2,1,1,0,0,0,0,0,0,0,0,0
marxist.com,1,15,3,2,0,0,0,0,0,1,0,0,2,5
interpretermag.com,0,22,3,2,1,0,0,0,0,1,0,0,2,4
unwatch.org,1,15,3,2,0,0,0,0,0,1,0,0,1,1
psmag.com,1,7,2,2,0,0,0,0,0,1,0,0,2,4
alliedprogress.org,1,18,2,1,1,0,0,0,0,1,0,0,2,4
debatepost.com,0,14,2,1,1,0,0,0,0,1,0,0,2,1
townhall.com,0,11,2,1,0,0,0,0,0,1,0,0,1,1
pjmedia.com,1,10,2,1,0,0,0,0,0,1,0,0,1,1
baptistnews.com,1,15,2,1,1,0,0,0,0,1,0,0,2,4
duffelblog.com,0,18,3,2,1,0,0,0,0,1,0,0,0,3
jewishpress.com,0,19,3,2,1,0,0,0,0,1,0,0,2,2
usadosenews.com,0,15,2,1,1,0,0,0,0,1,0,0,0,0
omaha.com,0,13,3,2,0,0,0,0,0,1,0,0,2,2
economictimes.indiatimes.com,0,28,3,1,2,0,0,0,0,1,0,0,2,4
riverbender.com,1,19,3,2,1,0,0,0,0,1,0,0,2,3
ndtv.com,1,12,3,2,0,0,0,0,0,1,0,0,2,4
kuow.org,0,8,2,1,0,0,0,0,0,1,0,0,2,4
lifehacker.com,1,14,2,1,1,0,0,0,0,1,0,0,2,4
mlive.com,0,13,3,2,0,0,0,0,0,1,0,0,2,3
nationalmemo.com,0,20,3,2,1,0,0,0,0,1,0,0,2,5
projectveritas.com,0,17,2,1,1,0,0,0,0,1,0,0,1,1
taxfoundation.org,0,16,2,1,1,0,0,0,0,1,0,0,2,2
govexec.com,0,15,3,2,0,0,0,0,0,1,0,0,2,3
truthorfiction.com,1,22,3,2,1,0,0,0,0,1,0,0,2,3
insidephilanthropy.com,1,26,3,2,1,0,0,0,0,1,0,0,2,4
thejakartapost.com,0,22,3,2,1,0,0,0,0,1,0,0,2,3
pbs.org-newshour,0,20,3,2,1,0,0,0,0,0,0,0,2,4
conservative101.com,1,19,2,1,1,3,0,0,0,1,0,0,0,0
allnewspipeline.com,0,19,2,1,1,0,0,0,0,1,0,0,0,0
washingtonexaminer.com,0,26,3,2,1,0,0,0,0,1,0,0,2,2
seattletimes.com,0,20,3,2,1,0,0,0,0,1,0,0,2,4
time.com,0,7,2,2,0,0,0,0,0,1,0,0,2,4
amgreatness.com,1,15,2,1,1,0,0,0,0,1,0,0,2,2
ibleedredwhiteblue.com,0,22,2,1,1,0,0,0,0,1,0,0,1,1
sonsoflibertymedia.com,0,21,2,1,1,0,0,0,0,1,0,0,0,0
cbsnews.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
afr.com,0,11,3,3,0,0,0,0,0,1,0,0,2,3
wearyourvoicemag.com,1,20,2,1,1,0,0,0,0,1,0,0,2,5
bbc.com-news,0,15,3,2,0,0,0,0,0,0,0,0,2,4
northjersey.com,0,19,3,2,1,0,0,0,0,1,0,0,2,4
chicago.suntimes.com,0,20,3,1,0,0,0,0,0,1,0,0,2,4
couriermail.com.au,0,22,4,3,1,0,0,0,0,0,1,0,2,2
thefrisky.com,0,17,3,2,0,0,0,0,0,1,0,0,2,5
globalnews.ca,0,13,2,1,1,0,0,0,0,0,0,0,2,4
americanprogress.org,1,24,3,2,1,0,0,0,0,1,0,0,2,5
nationalvanguard.org,1,20,2,1,1,0,0,0,0,1,0,0,0,0
theamericanconservative.com,0,31,3,2,1,0,0,0,0,1,0,0,2,2
eaglerising.com,0,15,2,1,1,0,0,0,0,1,0,0,0,0
erlc.com,0,8,2,1,0,0,0,0,0,1,0,0,1,1
defendevropa.org,1,20,3,2,1,0,0,0,0,1,0,0,0,0
yesmagazine.org,0,19,3,2,1,0,0,0,0,1,0,0,2,5
stimson.org,0,9,2,1,0,0,0,0,0,1,0,0,2,3
peacock-panache.com,0,23,3,2,1,0,1,0,0,1,0,0,2,5
host.madison.com-wsj,0,19,3,1,0,0,0,0,0,0,0,0,2,3
upr.org,0,7,2,2,0,0,0,0,0,1,0,0,2,4
uproxx.com,0,10,2,1,0,0,0,0,0,1,0,0,2,5
factcheck.org-scicheck,0,26,3,1,1,0,0,0,0,0,0,0,2,3
sputniknews.com,0,13,2,1,0,0,0,0,0,1,0,0,1,2
wn.com,0,6,2,2,0,0,0,0,0,1,0,0,2,3
modernliberals.com,0,18,2,1,1,0,0,0,0,1,0,0,1,5
washingtonbabylon.com,0,21,2,1,1,0,0,0,0,1,0,0,2,2
earthfirstjournal.org,0,21,2,1,1,0,0,0,0,1,0,0,1,5
earth.columbia.edu-sections-view-9,0,34,3,0,1,1,0,0,0,0,0,0,2,3
libertyheadlines.com,0,24,3,2,1,0,0,0,0,1,0,0,1,1
freetelegraph.com,1,17,2,1,1,0,0,0,0,1,0,0,0,1
dandygoat.com,0,13,2,1,0,0,0,0,0,1,0,0,0,3
conservapedia.com-Main_Page,0,31,3,1,2,0,1,0,0,0,0,0,0,0
ivn.us,1,5,2,2,0,0,0,0,0,0,0,0,2,3
strategic-culture.org,0,25,3,2,1,0,1,0,0,1,0,0,2,2
berkshireeagle.com,0,22,3,2,1,0,0,0,0,1,0,0,2,4
resourcegovernance.org,0,26,3,2,1,0,0,0,0,1,0,0,2,4
theamericanmirror.com,0,19,2,1,1,0,0,0,0,1,0,0,0,0
jacobinmag.com,1,18,3,2,1,0,0,0,0,1,0,0,2,5
ruthinstitute.org,0,21,3,2,1,0,0,0,0,1,0,0,0,0
proudemocrat.com,0,15,2,1,1,0,0,0,0,1,0,0,1,5
fmobserver.com,0,14,2,1,1,0,0,0,0,1,0,0,0,3
betootaadvocate.com,0,23,3,2,1,0,0,0,0,1,0,0,0,3
dailyrecord.co.uk,0,21,4,3,1,0,0,0,0,0,0,0,1,5
uft.org,0,11,3,3,0,0,0,0,0,1,0,0,2,4
nextgov.com,0,15,3,2,0,0,0,0,0,1,0,0,2,3
discovermagazine.com,0,20,2,1,1,0,0,0,0,1,0,0,2,3
talkingpointsmemo.com,0,20,2,1,1,0,0,0,0,1,0,0,2,5
birminghammail.co.uk,0,24,4,3,1,0,0,0,0,0,0,0,1,4
kfor.com,0,8,2,1,0,0,0,0,0,1,0,0,2,4
americanconsequences.com,1,24,2,1,1,0,0,0,0,1,0,0,1,1
windsorstar.com,0,15,2,1,1,0,0,0,0,1,0,0,2,4
sonorannews.com,0,14,2,1,1,0,0,0,0,1,0,0,1,1
mentalfloss.com,0,15,2,1,1,0,0,0,0,1,0,0,2,3
thefifthcolumnnews.com,0,20,2,1,1,0,0,0,0,1,0,0,1,4
informationliberation.com,0,29,3,2,1,0,0,0,0,1,0,0,0,0
commondreams.org,0,20,3,2,1,0,0,0,0,1,0,0,2,5
dcreport.org,1,16,3,2,0,0,0,0,0,1,0,0,2,4
autostraddle.com,1,20,3,2,1,0,0,0,0,1,0,0,2,5
jns.org,1,11,3,3,0,0,0,0,0,1,0,0,2,2
bgr.com,0,11,3,3,0,0,0,0,0,1,0,0,2,4
wgntv.com,0,9,2,1,0,0,0,0,0,1,0,0,2,4
bearingarms.com,1,15,2,1,1,0,0,0,0,1,0,0,1,1
americantruthseekers.com,0,24,2,1,1,0,0,0,0,1,0,0,0,0
themillenniumreport.com,0,21,2,1,1,0,0,0,0,1,0,0,0,0
politicususa.com,0,20,3,2,1,0,0,0,0,1,0,0,2,5
knoxreport.com,0,14,2,1,1,0,0,0,0,1,0,0,1,1
piie.com,1,7,2,2,0,0,0,0,0,1,0,0,2,3
huzlers.com,0,10,2,1,0,0,0,0,0,1,0,0,0,3
mediaequalizer.com,1,18,2,1,1,0,0,0,0,1,0,0,1,1
thecanary.co,0,16,3,2,0,0,0,0,0,0,0,0,2,5
westernjournalism.com,0,25,3,2,1,0,0,0,0,1,0,0,1,1
worldpolicy.org,0,19,3,2,1,0,0,0,0,1,0,0,2,4
axios.com,1,13,3,2,0,0,0,0,0,1,0,0,2,4
hotair.com,0,9,2,1,0,0,0,0,0,1,0,0,2,1
workers.org,0,15,3,2,0,0,0,0,0,1,0,0,1,5
globalintegrity.org,0,23,3,2,1,0,0,0,0,1,0,0,2,3
harddawn.com,0,11,2,1,0,0,0,0,0,1,0,0,0,3
fedsoc.org,1,10,2,1,0,0,0,0,0,1,0,0,1,1
politichicks.com,0,15,2,1,1,0,0,0,0,1,0,0,1,1
nextavenue.org,0,18,3,2,1,0,0,0,0,1,0,0,2,3
rappler.com,0,15,3,2,0,0,0,0,0,1,0,0,1,5
oppositionreport.com,0,20,2,1,1,0,0,0,0,1,0,0,0,6
ejinsight.com,0,17,3,2,0,0,0,0,0,1,0,0,2,3
factbox.tv,0,10,2,1,0,0,0,0,0,0,0,0,2,4
avoiceformen.com,1,20,3,2,1,0,0,0,0,1,0,0,0,0
christwire.org,0,14,2,1,1,0,0,0,0,1,0,0,0,3
futureinamerica.com-news,0,27,3,1,1,0,0,0,0,0,0,0,1,1
newcenturytimes.com,0,19,2,1,1,0,0,0,0,1,0,0,0,6
chaser.com.au,0,13,3,2,0,0,0,0,0,0,1,0,0,3
financialpost.com,0,21,3,2,1,0,0,0,0,1,0,0,2,2
sctimes.com,0,15,3,2,0,0,0,0,0,1,0,0,2,3
factmyth.com,0,12,2,1,0,0,0,0,0,1,0,0,2,4
simplepolitics.co.uk,0,24,4,3,1,0,0,0,0,0,0,0,2,3
libertyhangout.org,0,18,2,1,1,0,0,0,0,1,0,0,1,1
tulsaworld.com,0,18,3,2,1,0,0,0,0,1,0,0,2,2
newsday.com,0,15,3,2,0,0,0,0,0,1,0,0,2,4
psychologytoday.com,1,23,3,2,1,0,0,0,0,1,0,0,2,3
